FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,LONGITUDE,LATITUDE,AP13,AP14,AP35,AP36,AP41,AP42,AP51,AP52,AP155,AP156,AP161,AP162
1.0,0.0,115.0,2.0,11.0,13.0,1369928944.0,-7634.477000001818,4864984.097499996,-105.0,-105.0,-86.0,-93.0,-105.0,-105.0,-73.0,-73.0,-105.0,-105.0,-57.0,-57.0
1.0,0.0,128.0,2.0,11.0,13.0,1369928822.0,-7633.205600000918,4864965.108800001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-81.0,-82.0
1.0,0.0,138.0,2.0,11.0,13.0,1369928903.0,-7632.2586999982595,4864982.0603,-105.0,-105.0,-87.0,-88.0,-105.0,-105.0,-73.0,-73.0,-105.0,-105.0,-54.0,-54.0
1.0,0.0,116.0,2.0,11.0,13.0,1369928985.0,-7635.040800001472,4864986.063900001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-68.0,-67.0,-105.0,-105.0,-63.0,-62.0
1.0,0.0,119.0,2.0,11.0,13.0,1369929106.0,-7638.854200001806,4864999.367600001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-93.0,-90.0,-105.0,-105.0,-64.0,-65.0
1.0,0.0,118.0,2.0,11.0,13.0,1369929061.0,-7637.177999999374,4864993.520599999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-83.0,-105.0,-105.0,-62.0,-58.0
1.0,0.0,117.0,2.0,11.0,13.0,1369929027.0,-7636.679000001401,4864991.778700002,-105.0,-105.0,-86.0,-84.0,-105.0,-105.0,-74.0,-72.0,-105.0,-105.0,-56.0,-56.0
1.0,0.0,120.0,2.0,11.0,13.0,1369929139.0,-7639.35000000149,4865001.098099999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-72.0
1.0,0.0,122.0,2.0,11.0,13.0,1369929263.0,-7641.573199998587,4865008.853,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-73.0,-75.0
1.0,0.0,121.0,2.0,11.0,13.0,1369929169.0,-7640.98050000146,4865006.785599999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-71.0,-71.0
1.0,0.0,126.0,2.0,11.0,13.0,1369929199.0,-7639.7153999991715,4865007.160400003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-105.0
1.0,0.0,125.0,2.0,11.0,13.0,1369929233.0,-7640.289599999785,4865009.164800003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-75.0
1.0,0.0,124.0,2.0,11.0,13.0,1369929303.0,-7641.899399999529,4865014.780100003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-84.0
1.0,0.0,123.0,2.0,11.0,13.0,1369929346.0,-7642.445999998599,4865016.687799998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-87.0,-87.0,-105.0,-105.0,-78.0,-77.0
1.0,0.0,101.0,2.0,11.0,13.0,1369929435.0,-7618.763300001621,4864975.433799997,-105.0,-105.0,-85.0,-81.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0,-55.0,-63.0
1.0,0.0,102.0,2.0,11.0,13.0,1369929476.0,-7616.688900001347,4864976.028099999,-105.0,-105.0,-83.0,-84.0,-105.0,-105.0,-81.0,-105.0,-105.0,-105.0,-59.0,-59.0
1.0,0.0,114.0,2.0,11.0,13.0,1369929545.0,-7616.670099999756,4864979.499200001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-78.0,-98.0,-94.0,-56.0,-56.0
1.0,0.0,104.0,2.0,11.0,13.0,1369929640.0,-7609.25039999932,4864978.160700001,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0,-92.0,-92.0,-105.0,-105.0,-72.0,-73.0
1.0,0.0,113.0,2.0,11.0,13.0,1369929722.0,-7603.192400000989,4864981.479000002,-105.0,-105.0,-70.0,-74.0,-105.0,-105.0,-90.0,-90.0,-105.0,-105.0,-73.0,-74.0
1.0,0.0,103.0,2.0,11.0,13.0,1369929593.0,-7611.129000000656,4864977.622000001,-105.0,-105.0,-80.0,-81.0,-97.0,-105.0,-80.0,-80.0,-105.0,-105.0,-65.0,-63.0
1.0,0.0,105.0,2.0,11.0,13.0,1369929686.0,-7603.565099999309,4864979.790100001,-105.0,-105.0,-75.0,-75.0,-105.0,-105.0,-93.0,-95.0,-105.0,-105.0,-80.0,-81.0
1.0,0.0,112.0,2.0,11.0,13.0,1369930238.0,-7596.648699998856,4864983.354699999,-105.0,-105.0,-68.0,-70.0,-105.0,-105.0,-105.0,-96.0,-105.0,-105.0,-79.0,-79.0
1.0,0.0,111.0,2.0,11.0,13.0,1369930263.0,-7594.736999999732,4864983.902400002,-105.0,-105.0,-72.0,-71.0,-105.0,-105.0,-94.0,-105.0,-105.0,-105.0,-83.0,-82.0
1.0,0.0,107.0,2.0,11.0,13.0,1369929799.0,-7596.20320000127,4864981.900200002,-105.0,-105.0,-69.0,-67.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-84.0
1.0,0.0,106.0,2.0,11.0,13.0,1369929759.0,-7601.616200000048,4864980.348899998,-105.0,-105.0,-68.0,-70.0,-105.0,-105.0,-88.0,-88.0,-105.0,-105.0,-80.0,-78.0
1.0,0.0,108.0,2.0,11.0,13.0,1369930296.0,-7594.264100000262,4864982.456100002,-105.0,-105.0,-72.0,-72.0,-105.0,-105.0,-105.0,-97.0,-105.0,-105.0,-85.0,-84.0
1.0,0.0,110.0,2.0,11.0,13.0,1369930327.0,-7589.062399998307,4864985.529100001,-105.0,-105.0,-87.0,-89.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-82.0
2.0,0.0,134.0,2.0,11.0,13.0,1370012808.0,-7633.292500000447,4864970.058799997,-105.0,-105.0,-83.0,-86.0,-105.0,-95.0,-89.0,-105.0,-105.0,-105.0,-82.0,-81.0
1.0,0.0,109.0,2.0,11.0,13.0,1369930363.0,-7587.102299999446,4864986.090999998,-105.0,-105.0,-79.0,-78.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-85.0,-85.0
2.0,0.0,132.0,2.0,11.0,13.0,1370012713.0,-7633.236699998379,4864965.063299999,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0,-91.0,-105.0,-105.0,-89.0,-92.0
2.0,0.0,117.0,2.0,11.0,13.0,1370012970.0,-7634.477000001818,4864984.097499996,-105.0,-105.0,-72.0,-73.0,-97.0,-105.0,-71.0,-71.0,-105.0,-105.0,-70.0,-70.0
2.0,0.0,140.0,2.0,11.0,13.0,1370012934.0,-7632.1528999991715,4864981.863899998,-105.0,-105.0,-62.0,-64.0,-105.0,-105.0,-72.0,-74.0,-105.0,-105.0,-70.0,-69.0
2.0,0.0,138.0,2.0,11.0,13.0,1370012891.0,-7628.134500000626,4864977.021200001,-105.0,-105.0,-79.0,-80.0,-105.0,-105.0,-75.0,-75.0,-105.0,-105.0,-69.0,-71.0
2.0,0.0,119.0,2.0,11.0,13.0,1370013043.0,-7636.667899999767,4864991.739799999,-105.0,-105.0,-75.0,-76.0,-105.0,-105.0,-66.0,-64.0,-105.0,-105.0,-75.0,-72.0
2.0,0.0,118.0,2.0,11.0,13.0,1370013006.0,-7635.040800001472,4864986.063900001,-105.0,-105.0,-70.0,-69.0,-105.0,-105.0,-66.0,-66.0,-105.0,-105.0,-68.0,-74.0
2.0,0.0,122.0,2.0,11.0,13.0,1370013142.0,-7639.35000000149,4865001.098099999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0,-105.0,-83.0,-85.0
2.0,0.0,120.0,2.0,11.0,13.0,1370013073.0,-7637.177999999374,4864993.520599999,-105.0,-105.0,-72.0,-72.0,-105.0,-105.0,-73.0,-74.0,-105.0,-105.0,-77.0,-75.0
2.0,0.0,121.0,2.0,11.0,13.0,1370013110.0,-7638.814300000668,4864999.228200004,-105.0,-105.0,-86.0,-82.0,-105.0,-105.0,-105.0,-80.0,-105.0,-105.0,-81.0,-80.0
2.0,0.0,123.0,2.0,11.0,13.0,1370013169.0,-7640.98050000146,4865006.785599999,-105.0,-105.0,-105.0,-81.0,-105.0,-105.0,-85.0,-86.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,126.0,2.0,11.0,13.0,1370013332.0,-7641.899399999529,4865014.780100003,-105.0,-105.0,-88.0,-89.0,-105.0,-105.0,-89.0,-88.0,-105.0,-105.0,-87.0,-90.0
2.0,0.0,127.0,2.0,11.0,13.0,1370013365.0,-7640.289599999785,4865009.164800003,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,125.0,2.0,11.0,13.0,1370013290.0,-7642.445999998599,4865016.687799998,-96.0,-105.0,-105.0,-105.0,-105.0,-105.0,-90.0,-87.0,-105.0,-105.0,-89.0,-90.0
2.0,0.0,124.0,2.0,11.0,13.0,1370013260.0,-7641.573199998587,4865008.853,-105.0,-86.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,128.0,2.0,11.0,13.0,1370013402.0,-7639.7153999991715,4865007.160400003,-105.0,-105.0,-105.0,-87.0,-105.0,-105.0,-85.0,-84.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,139.0,2.0,11.0,13.0,1370013625.0,-7622.054600000381,4864976.294200003,-105.0,-105.0,-68.0,-68.0,-105.0,-105.0,-66.0,-64.0,-105.0,-105.0,-72.0,-72.0
2.0,0.0,129.0,2.0,11.0,13.0,1370013518.0,-7637.84259999916,4865000.627700001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-84.0,-105.0,-105.0,-105.0,-83.0,-85.0
2.0,0.0,130.0,2.0,11.0,13.0,1370013557.0,-7631.815499998629,4864988.132799998,-105.0,-105.0,-69.0,-71.0,-105.0,-105.0,-58.0,-58.0,-105.0,-105.0,-74.0,-72.0
2.0,0.0,128.0,1.0,11.0,13.0,1370013438.0,-7634.934135507792,4865007.513685353,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,102.0,2.0,11.0,13.0,1370013688.0,-7616.688900001347,4864976.028099999,-105.0,-105.0,-62.0,-62.0,-105.0,-105.0,-105.0,-72.0,-105.0,-105.0,-70.0,-70.0
2.0,0.0,103.0,2.0,11.0,13.0,1370013722.0,-7611.129000000656,4864977.622000001,-105.0,-105.0,-59.0,-60.0,-105.0,-105.0,-74.0,-81.0,-105.0,-105.0,-70.0,-70.0
2.0,0.0,104.0,2.0,11.0,13.0,1370013753.0,-7609.25039999932,4864978.160700001,-105.0,-105.0,-57.0,-58.0,-105.0,-105.0,-74.0,-74.0,-105.0,-105.0,-76.0,-71.0
2.0,0.0,105.0,2.0,11.0,13.0,1370013786.0,-7603.565099999309,4864979.790100001,-105.0,-95.0,-47.0,-47.0,-105.0,-105.0,-91.0,-96.0,-105.0,-105.0,-81.0,-83.0
2.0,0.0,101.0,2.0,11.0,13.0,1370013659.0,-7618.763300001621,4864975.433799997,-105.0,-105.0,-62.0,-60.0,-105.0,-105.0,-69.0,-68.0,-105.0,-105.0,-67.0,-68.0
2.0,0.0,106.0,2.0,11.0,13.0,1370013820.0,-7601.616200000048,4864980.348899998,-105.0,-105.0,-52.0,-53.0,-105.0,-105.0,-86.0,-86.0,-105.0,-105.0,-74.0,-75.0
2.0,0.0,107.0,2.0,11.0,13.0,1370013849.0,-7596.20320000127,4864981.900200002,-105.0,-105.0,-46.0,-46.0,-105.0,-105.0,-89.0,-89.0,-105.0,-105.0,-86.0,-86.0
2.0,0.0,109.0,2.0,11.0,13.0,1370013913.0,-7587.102299999446,4864986.090999998,-105.0,-105.0,-59.0,-58.0,-105.0,-105.0,-93.0,-94.0,-105.0,-105.0,-105.0,-92.0
2.0,0.0,108.0,2.0,11.0,13.0,1370013875.0,-7594.264100000262,4864982.456100002,-105.0,-105.0,-46.0,-46.0,-105.0,-105.0,-91.0,-95.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,114.0,2.0,11.0,13.0,1370014064.0,-7604.017799999565,4864981.242399998,-97.0,-105.0,-41.0,-41.0,-105.0,-105.0,-88.0,-87.0,-105.0,-105.0,-87.0,-87.0
2.0,0.0,113.0,2.0,11.0,13.0,1370014037.0,-7602.096400000155,4864981.792999998,-105.0,-105.0,-43.0,-42.0,-105.0,-105.0,-85.0,-86.0,-105.0,-105.0,-78.0,-83.0
2.0,0.0,112.0,2.0,11.0,13.0,1370014006.0,-7596.648699998856,4864983.354699999,-105.0,-105.0,-45.0,-46.0,-105.0,-105.0,-105.0,-91.0,-105.0,-105.0,-90.0,-88.0
2.0,0.0,110.0,2.0,11.0,13.0,1370013937.0,-7589.062399998307,4864985.529100001,-105.0,-105.0,-57.0,-56.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-91.0
2.0,0.0,111.0,2.0,11.0,13.0,1370013969.0,-7594.736999999732,4864983.902400002,-105.0,-105.0,-47.0,-47.0,-105.0,-105.0,-88.0,-88.0,-105.0,-105.0,-105.0,-93.0
2.0,0.0,230.0,2.0,11.0,13.0,1370335973.0,-7643.117800001055,4864947.830799997,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-89.0,-105.0,-105.0
2.0,0.0,231.0,2.0,11.0,13.0,1370335936.0,-7648.530400000513,4864942.806100003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-82.0,-105.0,-105.0
2.0,0.0,231.0,2.0,11.0,13.0,1370336003.0,-7648.530400000513,4864942.806100003,-83.0,-80.0,-105.0,-105.0,-87.0,-87.0,-95.0,-105.0,-76.0,-79.0,-105.0,-105.0
2.0,0.0,115.0,2.0,11.0,13.0,1370014098.0,-7616.9461999982595,4864980.0132,-105.0,-105.0,-73.0,-73.0,-105.0,-105.0,-60.0,-60.0,-105.0,-105.0,-63.0,-64.0
2.0,0.0,241.0,2.0,11.0,13.0,1370336083.0,-7650.165600001812,4864937.056900002,-67.0,-67.0,-105.0,-105.0,-74.0,-74.0,-105.0,-105.0,-77.0,-74.0,-105.0,-105.0
2.0,0.0,234.0,2.0,11.0,13.0,1370336119.0,-7646.286299999803,4864932.3486,-67.0,-67.0,-105.0,-105.0,-72.0,-72.0,-105.0,-105.0,-72.0,-73.0,-105.0,-105.0
2.0,0.0,202.0,2.0,11.0,13.0,1370336184.0,-7643.428199999034,4864927.950800002,-69.0,-70.0,-105.0,-105.0,-76.0,-69.0,-105.0,-105.0,-63.0,-66.0,-105.0,-105.0
2.0,0.0,201.0,2.0,11.0,13.0,1370336156.0,-7644.034899998456,4864930.066799998,-67.0,-67.0,-105.0,-105.0,-73.0,-74.0,-105.0,-105.0,-63.0,-69.0,-105.0,-105.0
2.0,0.0,241.0,2.0,11.0,13.0,1370336038.0,-7650.165600001812,4864937.056900002,-72.0,-75.0,-105.0,-105.0,-75.0,-76.0,-105.0,-105.0,-76.0,-77.0,-105.0,-105.0
2.0,0.0,203.0,2.0,11.0,13.0,1370336218.0,-7641.812399998307,4864922.313900001,-71.0,-70.0,-105.0,-105.0,-68.0,-69.0,-105.0,-105.0,-73.0,-73.0,-105.0,-105.0
2.0,0.0,204.0,2.0,11.0,13.0,1370336255.0,-7641.329799998552,4864920.629500002,-77.0,-77.0,-105.0,-105.0,-71.0,-72.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0
2.0,0.0,205.0,2.0,11.0,13.0,1370336280.0,-7639.690999999642,4864914.912799999,-105.0,-105.0,-105.0,-105.0,-81.0,-80.0,-105.0,-105.0,-80.0,-82.0,-105.0,-105.0
2.0,0.0,206.0,2.0,11.0,13.0,1370336309.0,-7639.180100001395,4864913.130099997,-105.0,-105.0,-105.0,-105.0,-82.0,-81.0,-105.0,-105.0,-92.0,-94.0,-105.0,-105.0
2.0,0.0,207.0,2.0,11.0,13.0,1370336339.0,-7637.556499999016,4864907.466200002,-88.0,-88.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0,-89.0,-89.0,-105.0,-105.0
2.0,0.0,211.0,2.0,11.0,13.0,1370336460.0,-7638.276000000536,4864905.187200002,-86.0,-85.0,-105.0,-105.0,-85.0,-85.0,-105.0,-105.0,-89.0,-90.0,-105.0,-105.0
2.0,0.0,208.0,2.0,11.0,13.0,1370336368.0,-7637.002300001681,4864905.532300003,-93.0,-90.0,-105.0,-105.0,-80.0,-80.0,-105.0,-105.0,-96.0,-105.0,-105.0,-105.0
2.0,0.0,209.0,2.0,11.0,13.0,1370336402.0,-7636.083599999547,4864897.538199998,-95.0,-105.0,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0
2.0,0.0,210.0,2.0,11.0,13.0,1370336427.0,-7636.622600000352,4864899.4196000025,-89.0,-88.0,-105.0,-105.0,-90.0,-90.0,-105.0,-105.0,-105.0,-92.0,-105.0,-105.0
2.0,0.0,213.0,2.0,11.0,13.0,1370336517.0,-7640.679200001061,4864913.532200001,-83.0,-105.0,-105.0,-105.0,-86.0,-82.0,-105.0,-105.0,-78.0,-79.0,-105.0,-105.0
2.0,0.0,212.0,2.0,11.0,13.0,1370336489.0,-7638.807999998331,4864907.044100001,-87.0,-85.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0,-105.0,-92.0,-105.0,-105.0
2.0,0.0,214.0,2.0,11.0,13.0,1370336559.0,-7646.805700000375,4864925.951300003,-64.0,-64.0,-105.0,-105.0,-63.0,-64.0,-105.0,-105.0,-58.0,-64.0,-105.0,-105.0
2.0,0.0,235.0,2.0,11.0,13.0,1370338655.0,-7656.487500000745,4864938.089500003,-67.0,-69.0,-105.0,-105.0,-60.0,-60.0,-105.0,-105.0,-105.0,-68.0,-105.0,-105.0
2.0,0.0,219.0,2.0,11.0,13.0,1370338766.0,-7669.247800000012,4864936.126800001,-105.0,-74.0,-105.0,-105.0,-52.0,-52.0,-105.0,-105.0,-80.0,-80.0,-105.0,-105.0
2.0,0.0,218.0,2.0,11.0,13.0,1370338742.0,-7667.351799998432,4864936.670500003,-70.0,-73.0,-105.0,-105.0,-49.0,-48.0,-105.0,-105.0,-70.0,-70.0,-105.0,-105.0
2.0,0.0,216.0,2.0,11.0,13.0,1370338687.0,-7659.935300000012,4864938.7962,-69.0,-68.0,-105.0,-105.0,-59.0,-60.0,-105.0,-105.0,-71.0,-70.0,-105.0,-105.0
2.0,0.0,220.0,2.0,11.0,13.0,1370338866.0,-7674.972300000489,4864934.486199997,-105.0,-105.0,-105.0,-105.0,-54.0,-54.0,-105.0,-105.0,-105.0,-83.0,-105.0,-105.0
2.0,0.0,217.0,2.0,11.0,13.0,1370338712.0,-7661.753100000322,4864938.275399998,-75.0,-73.0,-105.0,-105.0,-67.0,-66.0,-105.0,-105.0,-62.0,-62.0,-105.0,-105.0
2.0,0.0,223.0,2.0,11.0,13.0,1370339116.0,-7684.298099998385,4864931.813000001,-95.0,-87.0,-105.0,-105.0,-55.0,-56.0,-105.0,-105.0,-82.0,-82.0,-105.0,-105.0
2.0,0.0,224.0,2.0,11.0,13.0,1370339147.0,-7691.338399998844,4864928.212899998,-105.0,-105.0,-105.0,-105.0,-69.0,-69.0,-105.0,-105.0,-105.0,-93.0,-105.0,-105.0
2.0,0.0,225.0,2.0,11.0,13.0,1370339175.0,-7689.513399999589,4864928.736100003,-105.0,-105.0,-105.0,-105.0,-62.0,-62.0,-105.0,-105.0,-89.0,-105.0,-105.0,-105.0
2.0,0.0,222.0,2.0,11.0,13.0,1370339092.0,-7682.559099998325,4864932.3116,-105.0,-105.0,-105.0,-105.0,-65.0,-66.0,-105.0,-105.0,-90.0,-88.0,-105.0,-105.0
2.0,0.0,221.0,2.0,11.0,13.0,1370339061.0,-7676.643599998206,4864934.006999999,-105.0,-89.0,-105.0,-105.0,-50.0,-55.0,-105.0,-105.0,-87.0,-105.0,-105.0,-105.0
2.0,0.0,227.0,2.0,11.0,13.0,1370339227.0,-7682.084399998188,4864930.865400001,-85.0,-86.0,-105.0,-105.0,-63.0,-62.0,-105.0,-105.0,-105.0,-90.0,-105.0,-105.0
2.0,0.0,226.0,2.0,11.0,13.0,1370339201.0,-7683.855900000781,4864930.357900001,-105.0,-105.0,-105.0,-105.0,-57.0,-57.0,-105.0,-105.0,-88.0,-90.0,-105.0,-105.0
2.0,0.0,229.0,2.0,11.0,13.0,1370339562.0,-7661.558200001717,4864934.343599997,-72.0,-67.0,-105.0,-105.0,-59.0,-59.0,-105.0,-105.0,-66.0,-65.0,-105.0,-105.0
2.0,0.0,228.0,2.0,11.0,13.0,1370339262.0,-7675.371700000018,4864932.7897000015,-105.0,-105.0,-105.0,-105.0,-64.0,-66.0,-105.0,-105.0,-88.0,-105.0,-105.0,-105.0
3.0,0.0,137.0,2.0,11.0,13.0,1370339786.0,-7631.8949000015855,4864981.9169000015,-105.0,-105.0,-89.0,-88.0,-105.0,-105.0,-56.0,-56.0,-105.0,-105.0,-83.0,-91.0
3.0,0.0,131.0,2.0,11.0,13.0,1370339718.0,-7633.386599998921,4864970.1708,-86.0,-87.0,-105.0,-105.0,-105.0,-105.0,-73.0,-73.0,-105.0,-105.0,-105.0,-90.0
3.0,0.0,129.0,2.0,11.0,13.0,1370339660.0,-7633.469399999827,4864965.338399999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-77.0,-77.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,130.0,2.0,11.0,13.0,1370339689.0,-7635.299400001764,4864966.343500003,-89.0,-91.0,-105.0,-105.0,-105.0,-105.0,-76.0,-75.0,-105.0,-105.0,-97.0,-105.0
3.0,0.0,135.0,2.0,11.0,13.0,1370339747.0,-7628.134500000626,4864977.021200001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-54.0,-56.0,-105.0,-105.0,-76.0,-75.0
3.0,0.0,103.0,2.0,11.0,13.0,1370339907.0,-7611.129000000656,4864977.622000001,-105.0,-105.0,-72.0,-73.0,-105.0,-105.0,-58.0,-59.0,-105.0,-105.0,-83.0,-82.0
3.0,0.0,136.0,2.0,11.0,13.0,1370339815.0,-7622.325800001621,4864976.611699998,-105.0,-105.0,-81.0,-79.0,-105.0,-105.0,-51.0,-50.0,-105.0,-105.0,-78.0,-75.0
3.0,0.0,102.0,2.0,11.0,13.0,1370339878.0,-7616.688900001347,4864976.028099999,-105.0,-105.0,-85.0,-84.0,-105.0,-105.0,-55.0,-54.0,-105.0,-105.0,-75.0,-74.0
3.0,0.0,101.0,2.0,11.0,13.0,1370339851.0,-7618.763300001621,4864975.433799997,-105.0,-105.0,-83.0,-85.0,-105.0,-105.0,-49.0,-50.0,-105.0,-105.0,-71.0,-78.0
3.0,0.0,105.0,2.0,11.0,13.0,1370339972.0,-7603.565099999309,4864979.790100001,-105.0,-105.0,-65.0,-64.0,-105.0,-105.0,-68.0,-72.0,-105.0,-105.0,-90.0,-90.0
3.0,0.0,104.0,2.0,11.0,13.0,1370339940.0,-7609.25039999932,4864978.160700001,-105.0,-105.0,-73.0,-75.0,-105.0,-105.0,-68.0,-69.0,-105.0,-105.0,-79.0,-80.0
3.0,0.0,106.0,2.0,11.0,13.0,1370340004.0,-7601.616200000048,4864980.348899998,-105.0,-105.0,-64.0,-65.0,-105.0,-105.0,-69.0,-73.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,107.0,2.0,11.0,13.0,1370340034.0,-7596.20320000127,4864981.900200002,-105.0,-105.0,-68.0,-70.0,-105.0,-105.0,-81.0,-81.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,108.0,2.0,11.0,13.0,1370340062.0,-7594.264100000262,4864982.456100002,-105.0,-105.0,-74.0,-76.0,-105.0,-105.0,-79.0,-80.0,-105.0,-105.0,-91.0,-105.0
3.0,0.0,111.0,2.0,11.0,13.0,1370340143.0,-7594.736999999732,4864983.902400002,-105.0,-105.0,-61.0,-60.0,-105.0,-105.0,-76.0,-77.0,-105.0,-105.0,-94.0,-105.0
3.0,0.0,110.0,2.0,11.0,13.0,1370340115.0,-7589.062399998307,4864985.529100001,-105.0,-105.0,-75.0,-75.0,-105.0,-105.0,-85.0,-84.0,-105.0,-105.0,-105.0,-95.0
3.0,0.0,113.0,2.0,11.0,13.0,1370340204.0,-7603.154500000179,4864981.489799999,-105.0,-105.0,-67.0,-66.0,-105.0,-105.0,-69.0,-69.0,-105.0,-105.0,-93.0,-96.0
3.0,0.0,112.0,2.0,11.0,13.0,1370340173.0,-7596.648699998856,4864983.354699999,-105.0,-105.0,-66.0,-67.0,-105.0,-105.0,-79.0,-79.0,-105.0,-105.0,-95.0,-105.0
3.0,0.0,109.0,2.0,11.0,13.0,1370340084.0,-7587.102299999446,4864986.090999998,-105.0,-105.0,-76.0,-77.0,-105.0,-105.0,-80.0,-79.0,-105.0,-105.0,-105.0,-94.0
3.0,0.0,115.0,2.0,11.0,13.0,1370340274.0,-7634.477000001818,4864984.097499996,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-55.0,-55.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,114.0,2.0,11.0,13.0,1370340235.0,-7617.12480000034,4864979.609499998,-105.0,-105.0,-90.0,-89.0,-105.0,-105.0,-49.0,-50.0,-105.0,-105.0,-73.0,-74.0
3.0,0.0,116.0,2.0,11.0,13.0,1370340300.0,-7635.040800001472,4864986.063900001,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-63.0,-65.0,-105.0,-105.0,-86.0,-85.0
3.0,0.0,117.0,2.0,11.0,13.0,1370340328.0,-7636.6660999991,4864991.7337,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-59.0,-60.0,-105.0,-105.0,-86.0,-86.0
3.0,0.0,119.0,2.0,11.0,13.0,1370340387.0,-7638.830899998546,4864999.286200002,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-76.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,120.0,2.0,11.0,13.0,1370340413.0,-7639.35000000149,4865001.098099999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-70.0,-70.0,-105.0,-105.0,-91.0,-105.0
3.0,0.0,118.0,2.0,11.0,13.0,1370340361.0,-7637.177999999374,4864993.520599999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-64.0,-66.0,-105.0,-105.0,-88.0,-93.0
3.0,0.0,122.0,2.0,11.0,13.0,1370340463.0,-7641.573199998587,4865008.853,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-74.0,-73.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,121.0,2.0,11.0,13.0,1370340437.0,-7640.98050000146,4865006.785599999,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-79.0,-77.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,123.0,2.0,11.0,13.0,1370340501.0,-7642.445999998599,4865016.687799998,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-77.0,-105.0,-105.0,-105.0,-105.0
3.0,0.0,126.0,2.0,11.0,13.0,1370340590.0,-7639.7153999991715,4865007.160400003,-105.0,-105.0,-105.0,-105.0,-105.0,-105.0,-78.0,-77.0,-105.0,-105.0,-105.0,-105.0
